;Quantity 0;Quantity 1;Quantity 2;Quantity 3;Quantity 4;Quantity 5;Quantity 6;Quantity 7;Quantity 8;Quantity 9;Quantity 10;Quantity 11;Quantity 12;Quantity 13;Quantity 14;Quantity 15;Quantity 16;Quantity 17;Quantity 18;Quantity 19;Quantity 20;Quantity 21;Quantity 22;Quantity 23;Quantity 24;Quantity 25;Quantity 26;Quantity 27;Quantity 28;Quantity 29;Quantity 30;Quantity 31;Quantity 32;Quantity 33;Quantity 34;Quantity 35;Cluster
156;0;0;0;0;0;2;3;2;0;1;0;0;0;0;1;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4
157;0;0;0;0;2;2;1;1;1;0;0;0;0;0;1;1;9;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4
158;7;2;1;0;0;0;10;9;1;0;1;0;2;3;1;1;1;1;1;2;1;4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;4
159;0;0;0;0;3;5;3;3;4;3;0;0;0;0;2;2;7;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4
160;1;0;0;0;0;1;2;2;1;4;4;0;0;0;2;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4
161;0;0;7;0;3;7;3;2;3;1;0;0;0;1;3;6;6;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4
162;0;0;0;0;1;2;1;1;1;3;0;0;0;0;1;1;7;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4
163;0;0;0;0;0;5;6;4;3;0;1;2;2;2;3;3;6;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4
164;1;0;0;0;0;1;3;3;2;1;0;0;0;0;2;2;3;0;1;1;1;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;4
165;0;0;0;0;1;4;3;2;2;0;0;0;0;0;2;4;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4
166;0;0;0;0;0;4;2;2;2;3;1;0;0;2;3;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
167;0;0;0;0;1;3;2;2;2;3;0;0;0;0;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
168;4;0;0;0;0;8;11;2;2;2;0;0;0;0;0;0;0;0;0;2;3;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;5
169;0;0;0;0;1;6;2;2;2;2;0;0;0;0;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
170;0;0;0;0;0;2;1;2;2;1;1;0;1;2;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
171;0;0;0;0;0;2;2;3;1;1;0;0;0;0;2;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
172;0;0;0;0;0;3;1;1;1;3;0;0;0;0;1;1;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
173;0;0;0;0;2;2;1;1;1;2;0;0;0;0;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
174;1;0;0;0;0;7;3;2;2;0;4;3;1;1;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
175;4;2;2;1;1;5;7;1;1;2;0;0;0;0;0;0;0;0;0;1;1;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;5
176;0;0;0;0;0;2;3;4;2;3;0;0;0;0;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
177;0;0;0;0;0;3;4;1;4;0;0;0;0;0;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
178;0;0;0;0;6;3;0;0;4;7;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
179;0;0;0;0;0;3;2;2;4;5;0;0;0;0;2;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
180;1;0;0;0;0;8;3;3;3;4;2;0;0;0;3;4;0;0;0;1;1;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;5
181;2;0;0;0;0;0;3;6;5;0;0;0;2;2;0;0;0;0;0;2;2;2;2;1;1;1;1;1;0;0;0;0;0;0;0;2;5
182;0;0;0;0;0;3;2;2;2;3;0;0;0;0;2;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
183;1;0;0;0;0;5;4;2;2;1;0;0;0;0;0;0;0;0;0;1;1;1;3;2;0;0;0;0;0;0;0;0;0;0;0;0;5
184;0;0;0;0;1;2;2;2;2;0;3;0;0;0;2;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
185;3;0;0;0;0;2;6;5;2;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;5
186;1;0;0;0;0;5;4;3;5;1;2;2;2;2;2;0;0;0;0;1;1;1;1;2;1;1;1;1;1;0;0;0;0;1;3;0;5
187;1;0;0;0;4;6;7;2;1;2;0;0;1;1;0;0;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;5
188;0;0;0;0;0;3;1;1;3;2;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
189;10;2;2;2;3;4;5;0;3;1;4;0;0;0;0;0;0;0;0;1;1;3;1;1;1;1;1;1;0;0;0;0;0;0;0;3;5
190;0;0;0;0;0;1;1;1;2;4;0;0;0;0;1;3;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
191;0;0;0;0;0;7;4;4;4;4;0;0;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
192;0;0;0;0;3;4;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6
193;0;0;0;0;6;2;0;0;0;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6
194;0;0;0;0;1;6;0;0;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6
195;0;0;0;0;1;6;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6
196;0;0;4;0;5;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6
197;0;0;0;0;7;2;0;0;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6
198;3;0;0;0;1;5;2;0;0;1;5;0;0;0;0;0;0;0;0;1;3;3;1;1;1;1;1;1;0;0;0;0;0;0;0;0;6
199;0;0;0;0;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;6
200;0;0;0;0;3;6;0;0;0;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6
201;1;0;0;0;0;7;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;3;0;0;0;0;0;0;0;0;0;0;0;0;6
202;0;0;0;0;6;0;1;0;3;0;5;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6
203;0;0;1;0;5;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6
204;0;0;0;0;2;6;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6
205;0;0;0;0;6;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6
206;0;0;0;0;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6
207;0;0;0;0;8;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6
208;0;0;0;0;3;3;0;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6
209;0;0;0;0;3;4;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6
210;0;0;0;0;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6
211;0;0;0;0;3;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6
212;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6
213;0;0;0;0;9;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6
214;0;0;0;0;3;4;1;0;6;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6
215;0;0;0;0;0;6;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6
216;0;0;0;0;1;1;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7
217;0;0;0;0;0;5;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7
218;0;0;0;0;0;6;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7
219;0;0;0;0;0;3;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7
220;0;0;0;0;0;3;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7
221;0;0;0;0;0;4;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7
222;0;0;0;0;0;5;0;0;0;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7
223;0;0;0;0;2;1;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7
224;0;0;0;0;0;3;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7
225;0;0;0;0;0;3;0;0;0;6;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7
226;0;0;0;0;0;2;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7
227;0;0;0;0;0;6;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7
228;1;0;0;0;1;2;1;1;0;8;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;7
229;0;0;0;0;0;2;0;0;1;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7
230;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7
231;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7
232;0;0;0;0;0;1;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7
233;0;0;0;0;0;1;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7
234;0;0;0;0;2;5;1;1;1;13;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7
235;0;0;0;0;1;2;0;0;4;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7
236;0;0;0;0;0;2;0;0;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7
237;0;0;0;0;0;4;0;0;0;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7
238;0;0;0;0;0;2;0;0;2;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7
239;0;0;0;0;0;1;0;0;0;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7
240;0;0;0;0;2;3;0;0;0;6;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7
241;0;0;0;0;0;3;0;0;0;5;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7
242;0;0;0;0;0;0;0;0;0;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7
243;0;0;0;0;1;2;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7
244;0;0;0;0;0;5;0;0;0;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7
245;0;0;0;0;0;2;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7
246;0;0;0;0;0;4;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7
247;0;0;0;0;1;2;0;0;0;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7
248;0;0;0;0;1;3;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7
249;0;0;0;0;0;2;0;0;0;5;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7
250;0;0;0;0;0;4;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7
251;0;0;0;0;0;4;1;0;2;7;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7
252;0;0;0;0;2;2;0;0;0;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7
253;0;0;0;0;0;0;0;0;0;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7
254;0;0;0;0;0;3;1;1;1;9;0;0;0;0;1;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7
255;0;0;0;0;0;1;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7
256;0;0;0;0;0;1;0;0;0;7;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7
257;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7
258;0;0;0;0;0;2;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7
259;0;0;0;0;0;1;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7
260;0;0;0;0;0;1;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7
261;0;0;0;0;0;4;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7
262;0;0;0;0;0;5;0;0;0;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7
263;0;0;0;0;0;5;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7
264;0;0;0;0;0;3;2;2;2;5;0;0;0;0;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7
265;0;0;0;0;2;4;0;0;0;4;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7
266;0;0;0;0;0;2;1;1;1;4;1;0;0;0;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7
267;0;0;0;0;0;2;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7
268;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7
269;0;0;0;0;0;5;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7
270;0;0;0;0;0;0;0;0;0;0;0;0;7;9;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8
271;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;1;1;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;8
272;0;0;0;0;0;0;0;0;0;0;5;2;2;2;2;2;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8
273;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;1;0;0;2;2;1;1;1;2;1;0;0;0;0;0;0;3;8
274;0;0;0;0;0;0;0;0;0;0;1;1;2;1;1;1;3;1;1;1;0;0;1;1;1;1;1;2;2;3;1;1;0;1;2;1;8
275;2;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;1;1;1;2;1;2;2;2;2;4;2;2;1;1;0;0;0;0;4;0;8
276;0;0;0;0;0;1;1;2;2;0;1;0;0;0;2;3;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8
277;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8
278;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;2;2;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;8
279;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8
280;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;8;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8
281;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;5;1;1;1;1;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;8
282;0;0;0;0;0;0;1;1;0;0;0;0;0;0;2;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8
283;0;0;0;0;0;2;1;1;1;2;0;0;0;2;3;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8
284;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5;8;3;2;2;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;8
285;1;0;0;0;0;0;0;1;0;0;0;0;1;1;1;1;1;1;1;2;1;1;2;1;1;3;14;8;7;0;0;0;0;0;1;7;8
286;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;1;1;1;0;0;1;1;1;2;1;1;1;5;7;0;0;0;2;0;8
287;0;0;0;0;0;1;1;1;1;1;1;0;0;5;3;3;1;1;1;1;0;0;1;1;1;1;1;1;1;1;0;0;0;0;2;0;8
288;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;5;2;1;1;0;0;1;1;1;1;1;1;1;0;2;0;0;2;2;0;8
289;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8
290;0;0;0;0;0;0;0;2;2;0;0;0;0;1;2;2;5;1;1;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;8
291;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;10;5;2;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;8
292;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;8;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8
293;0;0;0;0;0;0;0;0;0;0;0;0;2;4;1;1;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8
294;0;0;0;0;0;0;0;0;0;0;0;0;7;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8
295;1;2;2;0;0;0;1;1;1;0;0;0;0;0;1;1;1;1;1;2;1;1;2;2;1;1;1;2;2;0;0;0;0;0;3;2;8
296;1;0;0;0;0;0;1;1;1;6;0;0;6;8;1;2;3;2;1;2;1;1;2;2;2;2;2;2;2;1;2;2;2;6;2;0;8
297;0;0;0;0;1;1;2;2;1;0;0;0;0;0;2;1;4;1;1;1;0;0;1;1;1;2;1;1;1;1;1;0;0;0;1;0;8
298;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;1;1;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;8
299;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4;3;1;1;0;0;3;2;1;1;1;1;1;0;1;2;3;2;1;0;8
300;0;0;0;0;0;0;0;0;0;3;0;0;3;10;4;4;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8
301;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;5;8;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8
302;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;3;4;2;2;3;3;1;1;1;2;2;2;3;0;0;2;3;1;8
303;2;2;1;0;0;2;2;0;0;1;2;0;0;0;0;0;0;0;0;1;1;2;1;1;1;1;1;9;6;0;2;0;0;4;4;2;8
304;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;5;5;3;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;8
305;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8
306;0;0;0;0;0;0;0;0;0;2;0;0;9;1;1;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8
307;0;0;0;0;0;1;2;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9
308;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;2;9
309;0;0;0;0;0;0;0;0;3;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9
310;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9
311;0;0;0;0;0;0;1;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9
312;0;0;0;0;0;0;0;0;0;3;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9
313;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9
314;0;0;0;0;1;2;1;1;1;2;0;0;0;0;1;1;1;2;1;1;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;9
315;0;0;0;0;0;1;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9
316;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;5;2;0;5;2;0;0;0;0;0;0;0;0;0;0;0;0;9
317;0;0;0;0;0;0;0;0;0;1;0;0;15;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9
